Date/Time	Flow (cms)	Stream Temperature (*C)		Cloudiness (0 - 1)	Wind Speed (m/s)	Relative Humidity (0 - 1)	Air Temp (*C)	Stream Temp (*C)	Cloudiness (0 - 1)	Wind Speed (m/s)	Relative Humidity (0 - 1)	Air Temp (*C)	Stream Temp (*C)
7/8/01 5:00	3.00000	20.5		0.0	0.1	1.0	13.2	20.5	0.0	0.8	0.7	15.0	18.9
7/8/01 6:00	3.00000	20.4		0.0	0.1	1.0	13.2	20.4	0.0	0.0	0.8	13.9	18.6
7/8/01 7:00	3.00000	20.5		0.0	0.1	1.0	13.6	20.5	0.0	0.0	0.7	16.1	18.3
7/8/01 8:00	3.00000	21.0		0.0	0.1	1.0	14.2	21.0	0.0	0.0	0.6	18.3	18.3
7/8/01 9:00	3.00000	20.8		0.0	0.1	1.0	14.8	20.8	0.0	0.8	0.5	21.1	18.6
7/8/01 10:00	3.00000	21.5		0.0	0.1	1.0	15.5	21.5	0.0	0.0	0.5	23.3	19.4
7/8/01 11:00	3.00000	21.7		0.0	0.1	1.0	16.3	21.7	0.0	0.8	0.4	26.1	20.5
7/8/01 12:00	3.00000	21.9		0.0	0.1	1.0	17.2	21.9	0.0	0.8	0.3	28.9	20.6
7/8/01 13:00	3.00000	22.2		0.0	0.1	0.9	18.3	22.2	0.0	0.8	0.3	31.7	21.8
7/8/01 14:00	3.00000	22.3		0.0	0.1	0.8	19.5	22.3	0.2	0.8	0.2	33.9	22.6
7/8/01 15:00	3.00000	22.3		0.0	0.1	0.8	20.4	22.3	0.0	1.8	0.2	35.0	23.6
7/8/01 16:00	3.00000	22.3		0.0	0.1	0.8	20.9	22.3	0.0	0.8	0.2	35.6	24.4
7/8/01 17:00	3.00000	22.3		0.0	0.1	0.7	21.8	22.3	0.0	2.6	0.2	36.1	24.9
7/8/01 18:00	3.00000	22.3		0.0	0.1	0.7	21.7	22.3	0.0	2.6	0.2	36.1	24.7
7/8/01 19:00	3.00000	22.2		0.0	0.1	0.7	22.0	22.2	0.0	2.8	0.2	35.0	24.4
7/8/01 20:00	3.00000	22.1		0.0	0.1	0.7	22.7	22.1	0.0	3.3	0.2	32.8	23.9
7/8/01 21:00	3.00000	22.0		0.0	0.1	0.6	23.5	22.0	0.0	1.8	0.3	29.4	23.4
7/8/01 22:00	3.00000	22.0		0.0	0.1	0.6	24.5	22.0	0.0	1.0	0.3	27.2	22.9
7/8/01 23:00	3.00000	21.9		0.0	0.1	0.6	25.2	21.9	0.0	0.0	0.4	26.7	22.4
7/9/01 0:00	3.00000	21.8		0.0	0.1	0.6	25.7	21.8	0.0	0.0	0.5	23.3	21.9
7/9/01 1:00	3.00000	21.6		0.0	0.1	0.6	26.0	21.6	0.0	0.0	0.5	20.6	21.4
7/9/01 2:00	3.00000	21.4		0.0	0.1	0.6	26.1	21.4	0.0	0.0	0.6	21.1	21.0
7/9/01 3:00	3.00000	21.2		0.0	0.1	0.6	26.9	21.2	0.0	0.0	0.6	18.3	20.5
7/9/01 4:00	3.00000	21.1		0.0	0.1	0.5	27.4	21.1	0.0	0.0	0.6	17.8	20.0
7/9/01 5:00	3.00000	20.9		0.0	0.1	0.5	27.3	20.9	0.0	0.0	0.7	16.7	19.7
7/9/01 6:00	3.00000	20.8		0.0	0.1	0.5	27.7	20.8	0.0	0.0	0.7	15.0	19.4
7/9/01 7:00	3.00000	20.7		0.0	0.1	0.5	27.9	20.7	0.0	0.0	0.6	17.2	19.2
7/9/01 8:00	3.00000	21.0		0.0	0.1	0.5	27.6	21.0	0.0	0.0	0.6	19.4	19.2
7/9/01 9:00	3.00000	20.9		0.0	0.1	0.5	27.8	20.9	0.0	0.0	0.5	21.1	19.5
7/9/01 10:00	3.00000	21.1		0.0	0.1	0.5	28.2	21.1	0.0	0.8	0.4	24.4	20.5
7/9/01 11:00	3.00000	21.6		0.0	0.1	0.5	28.0	21.6	0.0	1.3	0.3	27.8	21.4
7/9/01 12:00	3.00000	21.5		0.0	0.1	0.5	27.9	21.5	0.0	0.8	0.3	30.0	22.7
7/9/01 13:00	3.00000	21.7		0.0	0.1	0.5	28.3	21.7	0.0	0.8	0.3	32.2	23.9
7/9/01 14:00	3.00000	21.4		0.0	0.1	0.5	29.0	21.4	0.2	0.0	0.2	34.4	24.7
7/9/01 15:00	3.00000	21.5		0.0	0.1	0.5	28.7	21.5	0.0	1.0	0.2	36.7	25.1
7/9/01 16:00	3.00000	21.5		0.0	0.1	0.5	28.1	21.5	0.0	2.8	0.2	37.2	25.4
7/9/01 17:00	3.00000	21.3		0.0	0.1	0.5	29.0	21.3	0.0	2.8	0.2	37.8	25.4
7/9/01 18:00	3.00000	21.3		0.0	0.1	0.5	29.4	21.3	0.0	2.8	0.2	37.8	25.4
7/9/01 19:00	3.00000	21.3		0.0	0.1	0.5	29.8	21.3	0.0	2.8	0.2	36.1	25.1
7/9/01 20:00	3.00000	21.2		0.0	0.1	0.5	30.3	21.2	0.0	3.1	0.2	34.4	24.7
7/9/01 21:00	3.00000	21.0		0.0	0.1	0.5	30.1	21.0	0.0	2.1	0.3	31.1	24.5
7/9/01 22:00	3.00000	20.7		0.0	0.1	0.5	30.1	20.7	0.0	1.3	0.3	29.4	24.2
7/9/01 23:00	3.00000	20.6		0.0	0.1	0.5	30.3	20.6	0.8	2.1	0.4	28.3	23.7
7/10/01 0:00	3.00000	20.4		0.0	0.1	0.5	30.4	20.4	0.2	0.8	0.3	28.9	23.2
7/10/01 1:00	3.00000	20.2		0.0	0.1	0.5	30.6	20.2	0.0	1.0	0.5	25.6	22.7
7/10/01 2:00	3.00000	20.0		0.0	0.1	0.5	30.4	20.0	0.0	1.3	0.5	24.4	22.2
7/10/01 3:00	3.00000	19.9		0.0	0.1	0.5	30.7	19.9	0.0	1.5	0.6	22.2	21.8
7/10/01 4:00	3.00000	19.8		0.0	0.1	0.5	30.6	19.8	0.0	1.0	0.5	21.7	21.3
7/10/01 5:00	3.00000	19.7		0.0	0.1	0.5	31.0	19.7	0.0	0.0	0.6	18.9	20.8
7/10/01 6:00	3.00000	19.6		0.0	0.1	0.5	31.2	19.6	0.0	0.0	0.6	18.9	20.5
7/10/01 7:00	3.00000	19.4		0.0	0.1	0.5	31.1	19.4	0.0	0.0	0.6	20.0	20.2
7/10/01 8:00	3.00000	19.8		0.0	0.1	0.5	30.7	19.8	0.0	1.0	0.6	22.2	20.3
7/10/01 9:00	3.00000	19.4		0.0	0.1	0.5	30.8	19.4	0.0	1.3	0.5	24.4	20.5
7/10/01 10:00	3.00000	19.7		0.0	0.1	0.5	31.7	19.7	0.0	2.1	0.5	25.0	21.1
7/10/01 11:00	3.00000	19.9		0.0	0.1	0.5	30.9	19.9	0.0	0.0	0.4	27.8	22.1
7/10/01 12:00	3.00000	20.0		0.0	0.1	0.5	32.0	20.0	0.0	0.0	0.3	30.6	22.6
7/10/01 13:00	3.00000	20.3		0.0	0.1	0.5	32.0	20.3	0.0	0.8	0.3	31.7	22.7
7/10/01 14:00	3.00000	20.3		0.0	0.1	0.5	31.7	20.3	0.0	1.0	0.3	31.1	23.4
7/10/01 15:00	3.00000	20.3		0.0	0.1	0.5	31.8	20.3	0.0	1.0	0.3	33.3	24.2
7/10/01 16:00	3.00000	20.5		0.0	0.1	0.4	32.3	20.5	0.0	2.6	0.2	35.6	24.4
7/10/01 17:00	3.00000	20.5		0.0	0.1	0.4	32.0	20.5	0.4	0.8	0.2	33.3	24.2
7/10/01 18:00	3.00000	20.5		0.0	0.1	0.4	32.1	20.5	0.0	1.8	0.3	31.1	23.9
7/10/01 19:00	3.00000	20.4		0.0	0.1	0.4	32.4	20.4	0.8	3.3	0.5	26.7	23.4
7/10/01 20:00	3.00000	20.3		0.0	0.1	0.4	32.4	20.3	1.0	4.1	0.7	21.1	22.9
7/10/01 21:00	3.00000	20.4		0.0	0.1	0.4	32.0	20.4	0.0	2.8	0.7	21.7	22.6
7/10/01 22:00	3.00000	20.3		0.0	0.1	0.4	32.0	20.3	0.0	0.0	0.7	21.7	22.4
7/10/01 23:00	3.00000	20.2		0.0	0.1	0.4	32.0	20.2	0.8	0.0	0.8	20.6	22.1
7/11/01 0:00	3.00000	20.1		0.0	0.1	0.4	31.7	20.1	0.0	0.8	0.8	20.0	21.8
7/11/01 1:00	3.00000	20.0		0.0	0.1	0.4	31.6	20.0	0.0	0.0	0.9	17.8	21.3
7/11/01 2:00	3.00000	19.9		0.0	0.1	0.4	31.5	19.9	0.0	0.8	0.9	17.2	20.8
7/11/01 3:00	3.00000	19.8		0.0	0.1	0.4	32.1	19.8	0.0	0.0	0.9	17.2	20.3
7/11/01 4:00	3.00000	19.6		0.0	0.1	0.4	32.8	19.6	0.0	0.0	0.9	16.7	19.9
7/11/01 5:00	3.00000	19.5		0.0	0.1	0.4	32.2	19.5	0.0	0.0	0.9	16.1	19.4
7/11/01 6:00	3.00000	19.4		0.0	0.1	0.5	32.3	19.4	0.0	0.0	0.9	16.1	19.2
7/11/01 7:00	3.00000	19.3		0.0	0.1	0.4	32.5	19.3	0.0	0.0	0.9	16.1	19.1
7/11/01 8:00	3.00000	19.8		0.0	0.1	0.5	32.3	19.8	0.0	0.0	0.8	17.8	19.1
7/11/01 9:00	3.00000	19.6		0.0	0.1	0.5	32.0	19.6	0.0	0.8	0.7	20.0	19.4
7/11/01 10:00	3.00000	20.0		0.0	0.1	0.5	31.9	20.0	0.0	0.0	0.6	21.1	19.5
7/11/01 11:00	3.00000	20.4		0.0	0.1	0.5	31.4	20.4	1.0	1.3	0.7	21.1	20.3
7/11/01 12:00	3.00000	20.7		0.0	0.1	0.6	31.1	20.7	0.0	1.3	0.5	25.6	20.8
7/11/01 13:00	3.00000	21.0		0.0	0.1	0.6	30.7	21.0	0.0	2.3	0.5	25.0	21.6
7/11/01 14:00	3.00000	20.9		0.0	0.1	0.6	30.3	20.9	0.0	2.8	0.5	25.6	21.9
7/11/01 15:00	3.00000	20.7		0.0	0.1	0.6	29.8	20.7	0.0	2.1	0.4	27.2	22.1
7/11/01 16:00	3.00000	20.5		0.0	0.1	0.6	29.0	20.5	0.0	2.8	0.4	27.2	22.2
7/11/01 17:00	3.00000	20.3		0.0	0.1	0.6	28.4	20.3	0.2	2.6	0.4	27.2	22.1
7/11/01 18:00	3.00000	20.1		0.0	0.1	0.7	27.7	20.1	0.2	1.0	0.4	26.7	22.2
7/11/01 19:00	3.00000	19.9		0.0	0.1	0.7	26.4	19.9	0.0	1.3	0.4	26.7	22.1
7/11/01 20:00	3.00000	19.9		0.0	0.1	0.8	24.4	19.9	0.0	1.0	0.4	26.7	21.9
7/11/01 21:00	3.00000	19.9		0.0	0.1	0.7	24.1	19.9	0.0	1.0	0.5	25.0	21.4
7/11/01 22:00	3.00000	19.4		0.0	0.1	0.6	25.0	19.4	0.0	0.8	0.6	22.8	21.1
7/11/01 23:00	3.00000	19.3		0.0	0.1	0.6	24.8	19.3	0.0	1.0	0.6	21.7	20.6
7/12/01 0:00	3.00000	18.9		0.0	0.1	0.7	24.2	18.9	0.0	1.5	0.6	20.0	20.2
7/12/01 1:00	3.00000	16.7		0.0	0.1	0.7	23.6	16.7	0.0	1.0	0.6	18.3	19.7
7/12/01 2:00	3.00000	15.8		0.0	0.1	0.7	22.8	15.8	0.0	0.0	0.7	16.1	19.2
7/12/01 3:00	3.00000	15.7		0.0	0.1	0.8	22.2	15.7	0.0	0.0	0.7	16.1	18.9
7/12/01 4:00	3.00000	15.8		0.0	0.1	0.8	21.9	15.8	0.2	1.0	0.7	15.6	18.4
7/12/01 5:00	3.00000	15.9		0.0	0.1	0.8	21.6	15.9	0.4	0.8	0.8	15.6	18.1
7/12/01 6:00	3.00000	15.9		0.0	0.1	0.8	21.3	15.9	0.0	0.0	0.8	13.9	17.8
7/12/01 7:00	3.00000	16.0		0.0	0.1	0.9	20.6	16.0	0.2	0.0	0.8	16.1	17.8
7/12/01 8:00	3.00000	16.0		0.0	0.1	0.9	20.1	16.0	0.0	0.0	0.7	17.8	17.8
7/12/01 9:00	3.00000	16.1		0.0	0.1	0.9	19.7	16.1	0.0	0.8	0.6	19.4	18.4
7/12/01 10:00	3.00000	16.1		0.0	0.1	0.9	19.4	16.1	0.0	0.0	0.6	21.7	19.4
7/12/01 11:00	3.00000	16.2		0.0	0.1	1.0	19.0	16.2	0.0	1.0	0.5	24.4	20.6
7/12/01 12:00	3.00000	16.6		0.0	0.1	1.0	18.7	16.6	0.0	0.8	0.4	28.3	22.2
7/12/01 13:00	3.00000	16.8		0.0	0.1	1.0	18.6	16.8	0.2	1.5	0.3	29.4	23.2
7/12/01 14:00	3.00000	16.9		0.0	0.1	1.0	18.3	16.9	0.2	1.8	0.2	31.1	23.9
7/12/01 15:00	3.00000	16.9		0.0	0.1	1.0	18.0	16.9	0.0	3.6	0.2	31.7	24.2
7/12/01 16:00	3.00000	17.0		0.0	0.1	1.0	17.9	17.0	0.0	1.0	0.2	31.7	24.0
7/12/01 17:00	3.00000	17.0		0.0	0.1	1.0	17.9	17.0	0.0	1.3	0.2	31.1	23.9
7/12/01 18:00	3.00000	17.0		0.0	0.1	1.0	17.7	17.0	0.4	3.9	0.4	27.2	23.4
7/12/01 19:00	3.00000	16.9		0.0	0.1	1.0	17.6	16.9	1.0	2.1	0.7	24.4	22.9
7/12/01 20:00	3.00000	16.9		0.0	0.1	1.0	17.4	16.9	1.0	3.6	0.8	19.4	22.2
7/12/01 21:00	3.00000	16.8		0.0	0.1	1.0	17.3	16.8	0.8	1.0	0.7	18.9	21.8
7/12/01 22:00	3.00000	16.8		0.0	0.1	1.0	17.2	16.8	0.0	1.5	0.8	18.3	21.1
7/12/01 23:00	3.00000	16.7		0.0	0.1	1.0	17.1	16.7	0.0	1.3	0.8	17.8	20.5
7/13/01 0:00	3.00000	16.6		0.0	0.1	1.0	17.0	16.6	0.0	0.0	0.9	16.1	20.0
7/13/01 1:00	3.00000	16.5		0.0	0.1	1.0	17.0	16.5	0.0	1.0	1.0	15.0	19.5
7/13/01 2:00	3.00000	16.4		0.0	0.1	1.0	17.0	16.4	0.0	1.0	1.0	15.0	19.2
7/13/01 3:00	3.00000	16.2		0.0	0.1	1.0	16.7	16.2	0.0	0.0	0.9	15.0	18.8
7/13/01 4:00	3.00000	16.1		0.0	0.1	1.0	16.6	16.1	0.0	0.0	1.0	13.9	18.4
7/13/01 5:00	3.00000	16.0		0.0	0.1	1.0	16.5	16.0	0.0	0.0	1.0	13.9	18.1
7/13/01 6:00	3.00000	16.0		0.0	0.1	1.0	16.4	16.0	0.0	0.0	0.9	13.3	17.8
7/13/01 7:00	3.00000	15.9		0.0	0.1	1.0	16.3	15.9	0.0	0.0	1.0	13.9	17.7
7/13/01 8:00	3.00000	15.8		0.0	0.1	1.0	16.2	15.8	0.0	0.0	0.9	15.6	17.7
7/13/01 9:00	3.00000	15.7		0.0	0.1	1.0	16.2	15.7	0.0	0.8	0.8	17.2	18.1
7/13/01 10:00	3.00000	15.6		0.0	0.1	1.0	16.2	15.6	0.0	0.0	0.7	19.4	19.1
7/13/01 11:00	3.00000	15.6		0.0	0.1	1.0	16.0	15.6	0.0	1.0	0.5	22.8	20.3
7/13/01 12:00	3.00000	15.5		0.0	0.1	1.0	15.9	15.5	0.0	1.3	0.4	25.0	21.8
7/13/01 13:00	3.00000	15.4		0.0	0.1	1.0	15.8	15.4	0.0	1.0	0.4	27.2	22.9
7/13/01 14:00	3.00000	15.4		0.0	0.1	1.0	15.7	15.4	0.2	0.8	0.3	30.0	23.7
7/13/01 15:00	3.00000	15.4		0.0	0.1	1.0	15.6	15.4	0.0	1.3	0.3	31.1	24.4
7/13/01 16:00	3.00000	15.3		0.0	0.1	1.0	15.5	15.3	0.0	1.5	0.3	32.2	24.7
7/13/01 17:00	3.00000	15.3		0.0	0.1	1.0	15.4	15.3	0.0	2.6	0.3	32.8	24.5
7/13/01 18:00	3.00000	15.2		0.0	0.1	1.0	15.2	15.2	0.0	3.3	0.3	31.1	24.2
7/13/01 19:00	3.00000	15.2		0.0	0.1	1.0	15.2	15.2	0.0	3.3	0.3	30.6	23.7
7/13/01 20:00	3.00000	15.1		0.0	0.1	1.0	15.1	15.1	0.0	2.6	0.3	27.8	23.1
7/13/01 21:00	3.00000	15.0		0.0	0.1	1.0	14.9	15.0	0.2	1.8	0.4	26.7	22.4
7/13/01 22:00	3.00000	15.1		0.0	0.1	1.0	14.9	15.1	0.0	1.8	0.4	25.0	21.9
7/13/01 23:00	3.00000	15.1		0.0	0.1	1.0	14.7	15.1	0.0	0.8	0.5	23.3	21.3
7/14/01 0:00	3.00000	15.1		0.0	0.1	1.0	14.8	15.1	0.0	1.3	0.5	22.8	20.8
7/14/01 1:00	3.00000	15.0		0.0	0.1	1.0	15.0	15.0	0.0	1.3	0.6	21.1	20.3
7/14/01 2:00	3.00000	14.9		0.0	0.1	1.0	14.7	14.9	0.0	0.8	0.6	19.4	19.9
7/14/01 3:00	3.00000	14.8		0.0	0.1	1.0	14.6	14.8	0.0	1.5	0.7	18.9	19.5
7/14/01 4:00	3.00000	14.8		0.0	0.1	1.0	14.4	14.8	0.0	0.0	0.7	16.7	19.2
7/14/01 5:00	3.00000	14.6		0.0	0.1	1.0	14.5	14.6	0.0	0.0	0.7	17.2	18.9
7/14/01 6:00	3.00000	14.6		0.0	0.1	1.0	14.9	14.6	0.0	0.8	0.7	16.7	18.8
7/14/01 7:00	3.00000	14.6		0.0	0.1	1.0	15.6	14.6	0.0	1.0	0.7	17.2	18.6
7/14/01 8:00	3.00000	14.6		0.0	0.1	1.0	16.5	14.6	0.0	0.8	0.7	17.8	18.8
7/14/01 9:00	3.00000	14.8		0.0	0.1	1.0	17.4	14.8	0.0	0.0	0.6	18.9	19.2
7/14/01 10:00	3.00000	15.0		0.0	0.1	1.0	18.1	15.0	0.0	0.8	0.5	21.1	20.2
7/14/01 11:00	3.00000	15.5		0.0	0.1	1.0	18.7	15.5	0.0	1.0	0.5	23.3	21.3
7/14/01 12:00	3.00000	16.0		0.0	0.1	1.0	18.9	16.0	0.0	1.0	0.4	25.0	22.6
7/14/01 13:00	3.00000	16.3		0.0	0.1	1.0	19.5	16.3	0.2	1.5	0.4	26.7	23.7
7/14/01 14:00	3.00000	16.3		0.0	0.1	1.0	20.6	16.3	0.0	1.5	0.3	28.3	24.5
7/14/01 15:00	3.00000	16.5		0.0	0.1	0.9	21.3	16.5	0.0	2.6	0.2	30.0	24.7
7/14/01 16:00	3.00000	16.6		0.0	0.1	0.8	22.5	16.6	0.0	2.6	0.2	31.1	25.1
7/14/01 17:00	3.00000	16.7		0.0	0.1	0.7	23.6	16.7	0.0	4.6	0.2	30.6	24.9
7/14/01 18:00	3.00000	16.7		0.0	0.1	0.7	23.9	16.7	0.0	3.9	0.2	29.4	24.5
7/14/01 19:00	3.00000	16.7		0.0	0.1	0.7	24.5	16.7	0.0	3.1	0.2	27.8	23.9
7/14/01 20:00	3.00000	16.7		0.0	0.1	0.7	24.9	16.7	0.0	2.3	0.3	25.6	23.2
7/14/01 21:00	3.00000	16.8		0.0	0.1	0.7	25.7	16.8	0.0	1.8	0.3	23.3	22.4
7/14/01 22:00	3.00000	16.8		0.0	0.1	0.6	26.0	16.8	0.0	0.0	0.4	21.7	21.8
7/14/01 23:00	3.00000	16.9		0.0	0.1	0.7	25.7	16.9	0.0	0.0	0.5	19.4	21.1
7/15/01 0:00	3.00000	16.9		0.0	0.1	0.6	25.9	16.9	0.0	1.3	0.5	17.8	20.5
7/15/01 1:00	3.00000	16.5		0.0	0.1	0.6	26.1	16.5	0.0	0.0	0.6	17.8	19.9
7/15/01 2:00	3.00000	16.2		0.0	0.1	0.7	26.2	16.2	0.0	1.0	0.7	15.6	19.4
7/15/01 3:00	3.00000	15.9		0.0	0.1	0.6	26.6	15.9	0.0	1.5	0.7	16.7	18.8
7/15/01 4:00	3.00000	15.6		0.0	0.1	0.6	26.1	15.6	0.0	1.0	0.7	16.1	18.4
7/15/01 5:00	3.00000	15.3		0.0	0.1	0.6	26.2	15.3	0.0	0.0	0.8	13.9	18.1
7/15/01 6:00	3.00000	15.0		0.0	0.1	0.6	26.5	15.0	0.0	0.0	0.8	13.3	17.7
7/15/01 7:00	3.00000	14.9		0.0	0.1	0.6	26.8	14.9	0.0	0.0	0.7	13.9	17.5
7/15/01 8:00	3.00000	14.7		0.0	0.1	0.6	27.1	14.7	0.0	1.0	0.7	15.6	17.5
7/15/01 9:00	3.00000	14.5		0.0	0.1	0.6	27.3	14.5	0.0	0.8	0.6	17.2	18.0
7/15/01 10:00	3.00000	14.4		0.0	0.1	0.6	27.7	14.4	0.0	0.8	0.6	18.9	18.8
7/15/01 11:00	3.00000	14.2		0.0	0.1	0.6	28.1	14.2	0.0	1.5	0.5	21.1	19.9
7/15/01 12:00	3.00000	14.1		0.0	0.1	0.6	27.6	14.1	0.0	0.8	0.4	22.8	21.3
7/15/01 13:00	3.00000	14.1		0.0	0.1	0.6	27.9	14.1	0.0	1.5	0.4	24.4	22.6
7/15/01 14:00	3.00000	14.1		0.0	0.1	0.6	27.5	14.1	0.0	0.8	0.3	25.6	23.2
7/15/01 15:00	3.00000	14.2		0.0	0.1	0.6	26.7	14.2	0.0	2.3	0.3	26.7	23.7
7/15/01 16:00	3.00000	14.2		0.0	0.1	0.6	27.9	14.2	0.0	3.3	0.3	27.2	23.9
7/15/01 17:00	3.00000	14.2		0.0	0.1	0.6	29.0	14.2	0.2	3.3	0.2	27.8	23.7
7/15/01 18:00	3.00000	14.1		0.0	0.1	0.5	29.3	14.1	0.0	4.1	0.3	26.1	23.4
7/15/01 19:00	3.00000	14.2		0.0	0.1	0.5	29.5	14.2	0.0	3.9	0.3	23.9	22.9
7/15/01 20:00	3.00000	14.3		0.0	0.1	0.5	29.7	14.3	1.0	3.1	0.4	22.8	22.4
7/15/01 21:00	3.00000	14.3		0.0	0.1	0.5	30.2	14.3	1.0	3.6	0.4	20.6	21.9
7/15/01 22:00	3.00000	14.3		0.0	0.1	0.5	30.1	14.3	1.0	2.8	0.5	18.9	21.4
7/15/01 23:00	3.00000	14.3		0.0	0.1	0.5	30.0	14.3	1.0	1.8	0.5	18.3	21.0
7/16/01 0:00	3.00000	14.2		0.0	0.1	0.5	30.3	14.2	1.0	2.1	0.5	17.8	20.6
7/16/01 1:00	3.00000	14.1		0.0	0.1	0.5	29.8	14.1	1.0	1.8	0.6	17.2	20.0
7/16/01 2:00	3.00000	14.0		0.0	0.1	0.5	29.8	14.0	1.0	1.5	0.6	16.7	19.5
7/16/01 3:00	3.00000	13.8		0.0	0.1	0.5	29.8	13.8	1.0	1.3	0.7	16.1	19.1
7/16/01 4:00	3.00000	13.8		0.0	0.1	0.5	29.8	13.8	1.0	2.1	0.7	15.6	18.8
7/16/01 5:00	3.00000	13.6		0.0	0.1	0.5	30.2	13.6	0.8	1.3	0.7	15.6	18.4
7/16/01 6:00	3.00000	13.5		0.0	0.1	0.5	30.2	13.5	1.0	1.8	0.7	15.0	18.1
7/16/01 7:00	3.00000	13.3		0.0	0.1	0.5	30.9	13.3	1.0	1.3	0.7	15.0	18.1
7/16/01 8:00	3.00000	13.3		0.0	0.1	0.5	31.6	13.3	0.2	1.5	0.7	15.6	18.0
7/16/01 9:00	3.00000	13.3		0.0	0.1	0.4	30.8	13.3	0.4	1.3	0.6	16.1	18.3
7/16/01 10:00	3.00000	13.4		0.0	0.1	0.5	30.6	13.4	0.0	1.0	0.5	18.3	19.1
7/16/01 11:00	3.00000	13.6		0.0	0.1	0.5	30.8	13.6	0.0	1.0	0.5	18.9	19.9
7/16/01 12:00	3.00000	13.8		0.0	0.1	0.4	31.2	13.8	0.4	1.0	0.4	20.6	21.1
7/16/01 13:00	3.00000	14.2		0.0	0.1	0.4	30.8	14.2	0.0	0.0	0.4	21.1	22.1
7/16/01 14:00	3.00000	14.5		0.0	0.1	0.4	31.0	14.5	0.0	1.8	0.3	23.3	22.6
7/16/01 15:00	3.00000	14.8		0.0	0.1	0.5	31.3	14.8	0.0	2.6	0.3	23.3	22.9
